ranking,full name,ceo,sector,industry,hq location,hq address,website
571,"Equinix, Inc.",Peter F. Van Camp,Financials,Real estate,"Redwood City, Calif.",1 Lagoon Dr.,http://www.equinix.com
572,Terex Corporation,John L. Garrison Jr.,Industrials,Construction and Farm Machinery,"Westport, Conn.",200 Nyala Farm Rd.,http://www.terex.com
573,Crown Castle International Corp.,Jay A. Brown,Financials,Real estate,Houston,1220 Augusta Dr.,http://www.crowncastle.com
574,CACI International Inc.,Kenneth Asbury,Technology,Information Technology Services,"Arlington, Va.",1100 N. Glebe Rd.,http://www.caci.com
575,"Watsco, Inc.",Albert H. Nahmad,Wholesalers,Wholesalers: Diversified,Miami,2665 S. Bayshore Dr.,http://www.watsco.com
576,Coca-Cola Bottling Co. Consolidated,J. Frank Harrison III,"Food, Beverages & Tobacco",Beverages,"Charlotte, N.C.",4100 Coca-Cola Plaza,http://www.cokeconsolidated.com
577,Welltower Inc.,Thomas J. DeRosa,Financials,Real estate,"Toledo, Ohio",4500 Dorr St.,http://www.welltower.com
578,ADT Inc.,Timothy J. Whall,Business Services,Diversified Outsourcing Services,"Boca Raton, Fla.",1501 Yamato Rd.,http://www.adt.com
579,"AMETEK, Inc.",David A. Zapico,Technology,"Scientific,Photographic and Control Equipment","Berwyn, Pa.",1100 Cassatt Rd.,http://www.ametek.com
580,"CNO Financial Group, Inc.",Gary C. Bhojwani,Financials,"Insurance: Life, Health (stock)","Carmel, Ind.",11825 N. Pennsylvania St.,http://www.cnoinc.com
581,"Camping World Holdings, Inc.",Marcus A. Lemonis,Retailing,"Automotive Retailing, Services","Lincolnshire, Ill.",250 Parkway Dr.,http://www.campingworld.com
582,LPL Financial Holdings Inc.,Dan H. Arnold,Financials,Securities,Boston,75 State St.,http://www.lpl.com
583,"Noble Energy, Inc.",David L. Stover,Energy,"Mining, Crude-Oil Production",Houston,1001 Noble Energy Way,http://www.nblenergy.com
584,"Bloomin' Brands, Inc.",Elizabeth A. Smith,"Hotels, Restaurants & Leisure",Food Services,Tampa,2202 N. Westshore Blvd.,http://www.bloominbrands.com
585,Moody's Corporation,Raymond W. McDaniel Jr.,Business Services,Financial Data Services,New York City,250 Greenwich St.,http://www.moodys.com
586,Symantec Corporation,Gregory S. Clark,Technology,Computer Software,"Mountain View, Calif.",350 Ellis St.,http://www.symantec.com
587,"Amkor Technology, Inc.",Stephen D. Kelley,Technology,Semiconductors and Other Electronic Components,"Tempe, Ariz.",2045 E. Innovation Circle,http://www.amkor.com
588,"Skechers U.S.A., Inc.",Robert Greenberg,Apparel,Apparel,"Manhattan Beach, Calif.",228 Manhattan Beach Blvd.,http://www.skx.com
589,"KBR, Inc.",Stuart Bradie,Engineering & Construction,"Engineering, Construction",Houston,601 Jefferson St.,http://www.kbr.com
590,Tiffany & Co.,Alessandro Bogliolo,Retailing,Specialty Retailers: Other,New York City,200 Fifth Ave.,http://www.tiffany.com
591,Torchmark Corporation,Gary L. Coleman/Larry M. Hutchison,Financials,"Insurance: Life, Health (stock)","McKinney, Texas",3700 S. Stonebridge Dr.,http://www.torchmarkcorp.com
592,"Broadridge Financial Solutions, Inc.",Richard J. Daly,Business Services,Financial Data Services,"Lake Success, N.Y.",5 Dakota Dr.,http://www.broadridge.com
593,"Quad/Graphics, Inc.",J. Joel Quadracci,Media,"Publishing, Printing","Sussex, Wis.",N61 W23044 Harry's Way,http://www.qg.com
594,"CF Industries Holdings, Inc.",W. Anthony Will,Chemicals,Chemicals,"Deerfield, Ill.",4 Pkwy. N.,http://www.cfindustries.com
595,Carlisle Companies Incorporated,D. Christian Koch,Materials,"Building Materials, Glass","Scottsdale, Ariz.",16430 N. Scottsdale Rd.,http://www.carlisle.com
596,Silgan Holdings Inc.,Anthony J. Allott,Materials,"Packaging, Containers","Stamford, Conn.",4 Landmark Sq.,http://www.silganholdings.com
597,"Bemis Company, Inc.",William F. Austen,Materials,"Packaging, Containers","Neenah, Wis.",1 Neenah Center,http://www.bemis.com
598,"CA, Inc.",Michael P. Gregoire,Technology,Computer Software,New York City,520 Madison Ave.,http://www.ca.com
599,"Hub Group, Inc.",David P. Yeager,Transportation,Transportation and Logistics,"Oak Brook, Ill.",2000 Clearwater Dr.,http://www.hubgroup.com
600,"Worldpay, Inc.",Charles D. Drucker/Philip E.R. Jansen,Business Services,Financial Data Services,"Symmes Township, Ohio",8500 Governor's Hill Dr.,http://www.worldpay.com
601,"Ingles Markets, Incorporated",James W. Lanning,Food & Drug Stores,Food and Drug Stores,"Black Mountain, N.C.",2913 U.S. Hwy. 70 W.,http://www.ingles-markets.com
602,Snap-on Incorporated,Nicholas T. Pinchuk,Industrials,Industrial Machinery,"Kenosha, Wis.",2801 80th St.,http://www.snapon.com
603,DENTSPLY SIRONA Inc.,Donald M. Casey Jr.,Health Care,Medical Products and Equipment,"York, Pa.",221 W. Philadelphia St.,http://www.dentsplysirona.com
604,"Calumet Specialty Products Partners, L.P.",Timothy Go,Energy,Petroleum Refining,Indianapolis,2780 Waterfront Pkwy. E. Dr.,http://www.calumetspecialty.com
605,Global Payments Inc.,Jeffrey S. Sloan,Business Services,Financial Data Services,Atlanta,3550 Lenox Rd.,http://www.globalpaymentsinc.com
606,Encompass Health Corporation,Mark J. Tarr,Health Care,Health Care: Medical Facilities,"Birmingham, Ala.",9001 Liberty Pkwy.,http://www.encompasshealth.com
607,"Martin Marietta Materials, Inc.",C. Howard Nye,Materials,"Building Materials, Glass","Raleigh, N.C.",2710 Wycliff Rd.,http://www.martinmarietta.com
608,"Nasdaq, Inc.",Adena T. Friedman,Financials,Securities,New York City,1 Liberty Plaza,http://www.business.nasdaq.com
609,"Leggett & Platt, Incorporated",Karl G. Glassman,Household Products,"Home Equipment, Furnishings","Carthage, Mo.",1 Leggett Rd.,http://www.leggett.com
610,"Universal Forest Products, Inc.",Matthew J. Missad,Materials,"Building Materials, Glass","Grand Rapids, Mich.",2801 E. Beltline N.E.,http://www.ufpi.com
611,"Sally Beauty Holdings, Inc.",Christian A. Brickman,Retailing,Specialty Retailers: Other,"Denton, Texas",3001 Colorado Blvd.,http://www.sallybeautyholdings.com
612,"Flowers Foods, Inc.",Allen L. Shiver,"Food, Beverages & Tobacco",Food Consumer Products,"Thomasville, Ga.",1919 Flowers Circle,http://www.flowersfoods.com
613,"Barnes & Noble, Inc.",Demos Parneros,Retailing,Specialty Retailers: Other,New York City,122 Fifth Ave.,http://www.barnesandnobleinc.com
614,American Equity Investment Life Holding Company,John M. Matovina,Financials,"Insurance: Life, Health (stock)","West Des Moines, Iowa",6000 Westown Pkwy.,http://www.american-equity.com
615,Vulcan Materials Company,J. Thomas Hill,Materials,"Building Materials, Glass","Birmingham, Ala.",1200 Urban Center Dr.,http://www.vulcanmaterials.com
616,Taylor Morrison Home Corporation,Sheryl D. Palmer,Engineering & Construction,Homebuilders,"Scottsdale, Ariz.",4900 N. Scottsdale Rd.,http://www.taylormorrison.com
617,Westinghouse Air Brake Technologies Corporation,Raymond T. Betler,Industrials,Industrial Machinery,"Wilmerding, Pa.",1001 Air Brake Ave.,http://www.wabtec.com
618,Crestwood Equity Partners LP,Robert G Phillips,Energy,Energy,Houston,811 Main St.,http://www.crestwoodlp.com
619,Iron Mountain Incorporated,William L. Meaney,Business Services,Diversified Outsourcing Services,Boston,1 Federal St.,http://www.ironmountain.com
620,Lennox International Inc.,Todd M. Bluedorn,Industrials,Industrial Machinery,"Richardson, Texas",2140 Lake Park Blvd.,http://www.lennoxinternational.com
621,General Cable Corporation,Michael T. McDonnell,Industrials,"Electronics, Electrical Equip.","Highland Heights, Ky.",4 Tesseneer Dr.,http://www.generalcable.com
622,"American Eagle Outfitters, Inc.",Jay L. Schottenstein,Retailing,Specialty Retailers: Apparel,Pittsburgh,77 Hot Metal St.,http://www.ae.com
623,"Church & Dwight Co., Inc.",Matthew T. Farrell,Household Products,Household and Personal Products,"Ewing, N.J.",500 Charles Ewing Blvd.,http://www.churchdwight.com
624,Platform Specialty Products Corporation,Rakesh Sachdev,Chemicals,Chemicals,"West Palm Beach, Fla.",1450 Centrepark Blvd.,http://www.platformspecialtyproducts.com
625,"JELD-WEN Holding, Inc.",Kirk S. Hachigian,Materials,"Building Materials, Glass","Charlotte, N.C.",2645 Silver Crescent Dr.,http://www.jeld-wen.com
626,"OneMain Holdings, Inc.",Jay N. Levine,Financials,Diversified Financials,"Evansville, Ind.",601 N.W. Second St.,http://www.onemainfinancial.com
627,Colfax Corporation,Matthew L. Trerotola,Industrials,Industrial Machinery,"Annapolis Junction, Md.",420 National Business Pkwy.,http://www.colfaxcorp.com
628,Zebra Technologies Corporation,Anders Gustafsson,Industrials,"Electronics, Electrical Equip.","Lincolnshire, Ill.",3 Overlook Point,http://www.zebra.com
629,"The Andersons, Inc.",Patrick E. Bowe,"Food, Beverages & Tobacco",Food Production,"Maumee, Ohio",1947 Briarfield Blvd.,http://www.andersonsinc.com
630,TD Ameritrade Holding Corporation,Timothy D. Hockey,Financials,Securities,Omaha,200 S. 108th Ave.,http://www.amtd.com
631,The Carlyle Group L.P.,Kewsong Lee/Glenn A. Youngkin,Financials,Securities,Washington,1001 Pennsylvania Ave. N.W.,http://www.carlyle.com
632,Hubbell Incorporated,David G. Nord,Industrials,"Electronics, Electrical Equip.","Shelton, Conn.",40 Waterview Dr.,http://www.hubbell.com
633,"Trinity Industries, Inc.",Timothy R. Wallace,Transportation,Transportation Equipment,Dallas,2525 N. Stemmons Freeway,http://www.trin.net
634,Darling Ingredients Inc.,Randall C. Stuewe,"Food, Beverages & Tobacco",Food Production,"Irving, Texas",251 O'Connor Ridge Blvd.,http://www.darlingii.com
635,Flowserve Corporation,R. Scott Rowe,Industrials,Industrial Machinery,"Irving, Texas",5215 N. O'Connor Blvd.,http://www.flowserve.com
636,Antero Resources Corporation,Paul M. Rady,Energy,"Mining, Crude-Oil Production",Denver,1615 Wynkoop St.,http://www.anteroresources.com
637,"Skyworks Solutions, Inc.",Liam K. Griffin,Technology,Semiconductors and Other Electronic Components,"Woburn, Mass.",20 Sylvan Rd.,http://www.skyworksinc.com
638,"Landstar System, Inc.",James B. Gattoni,Transportation,"Trucking, Truck Leasing","Jacksonville, Fla.",13410 Sutton Park Dr. S.,http://www.landstar.com
639,"Buckeye Partners, L.P.",Clark C. Smith,Energy,Pipelines,Houston,1 Greenway Plaza,http://www.buckeye.com
640,MRC Global Inc.,Andrew R. Lane,Energy,"Oil and Gas Equipment, Services",Houston,1301 McKinney St.,http://www.mrcglobal.com
641,CME Group Inc.,Terrence A. Duffy,Financials,Securities,Chicago,20 S. Wacker Dr.,http://www.cmegroup.com
642,Greif,Peter G. Watson,Materials,"Packaging, Containers","Delaware, Ohio",425 Winter Rd.,http://www.greif.com
643,"Nexeo Solutions, Inc.",David A. Bradley,Wholesalers,Wholesalers: Diversified,"The Woodlands, Texas",3 Waterway Sq. Place,http://www.nexeosolutions.com
644,Cooper-Standard Holdings Inc.,Jeffrey S. Edwards,Motor Vehicles & Parts,Motor Vehicles and Parts,"Novi, Mich.",39550 Orchard Hill Place Dr.,http://www.cooperstandard.com
645,"Urban Outfitters, Inc.",Richard A. Hayne,Retailing,Specialty Retailers: Apparel,Philadelphia,5000 S. Broad St.,http://www.urbn.com
646,"LSC Communications, Inc.",Thomas J. Quinlan III,Media,"Publishing, Printing",Chicago,191 N. Wacker Dr.,http://www.lsccom.com
647,Sabre Corporation,Sean E. Menke,Technology,Internet Services and Retailing,"Southlake, Texas",3150 Sabre Dr.,http://www.sabre.com
648,Green Plains Inc.,Todd A. Becker,Energy,Energy,Omaha,1811 Aksarben Dr.,http://www.gpreinc.com
649,Hexion Inc.,Craig A. Rogerson,Chemicals,Chemicals,"Columbus, Ohio",180 E. Broad St.,http://www.hexion.com
650,"Stericycle, Inc.",Charles A. Alutto,Business Services,Waste Management,"Lake Forest, Ill.",28161 N. Keith Dr.,http://www.stericycle.com
651,Warner Music Group Corp.,Stephen F. Cooper,Media,Entertainment,New York City,1633 Broadway,http://www.wmg.com
652,"Ventas, Inc.",Debra A. Cafaro,Financials,Real estate,Chicago,353 N. Clark St.,http://www.ventasreit.com
653,"ScanSource, Inc.",Michael L. Baur,Wholesalers,Wholesalers: Electronics and Office Equipment,"Greenville, S.C.",6 Logue Court,http://www.scansource.com
654,Pinnacle West Capital Corporation,Donald E. Brandt,Energy,Utilities: Gas and Electric,Phoenix,400 N. Fifth St.,http://www.pinnaclewest.com
655,"Scripps Networks Interactive, Inc.",David M. Zaslav,Media,Entertainment,"Knoxville, Tenn.",9721 Sherrill Blvd.,http://www.discovery.com
656,"Alexion Pharmaceuticals, Inc.",Ludwig N. Hantson,Health Care,Pharmaceuticals,"New Haven, Conn.",100 College St.,http://www.alexion.com
657,Pitney Bowes Inc.,Marc B. Lautenbach,Technology,"Computers, Office Equipment","Stamford, Conn.",3001 Summer St.,http://www.pb.com
658,CIT Group Inc.,Ellen R. Alemany,Financials,Commercial Banks,New York City,11 W. 42nd St.,http://www.cit.com
659,COUNTRY Financial,Kurt F. Bock,Financials,Insurance: Property and Casualty (Mutual),"Bloomington, Ill.",1701 N. Towanda Ave.,http://www.countryfinancial.com
660,CMFG Life Insurance Company,Robert N. Trunzo,Financials,"Insurance: Life, Health (stock)","Madison, Wis.",5910 Mineral Point Rd.,http://www.cunamutual.com
661,"Triumph Group, Inc.",Daniel J. Crowley,Aerospace & Defense,Aerospace and Defense,"Berwyn, Pa.",899 Cassatt Rd.,http://www.triumphgroup.com
662,TransDigm Group Incorporated,Kevin M. Stein,Aerospace & Defense,Aerospace and Defense,Cleveland,1301 E. Ninth St.,http://www.transdigm.com
663,Allegheny Technologies Incorporated,Richard J. Harshman,Materials,Metals,Pittsburgh,1000 Six PPG Place,http://www.atimetals.com
664,Resolute Forest Products Inc.,Yves Laflamme,Materials,Forest and Paper Products,"Catawba, S.C.",5300 Cureton Ferry Rd.,http://www.resolutefp.com
665,"Acuity Brands, Inc.",Vernon J. Nagel,Industrials,"Electronics, Electrical Equip.",Atlanta,1170 Peachtree St. N.E.,http://www.acuitybrands.com
666,Abercrombie & Fitch Co.,Fran Horowitz-Bonadies,Retailing,Specialty Retailers: Apparel,"New Albany, Ohio",6301 Fitch Path,http://www.abercrombie.com
667,KLA-Tencor Corporation,Richard P. Wallace,Technology,Semiconductors and Other Electronic Components,"Milpitas, Calif.",1 Technology Dr.,http://www.kla-tencor.com
668,"Weis Markets, Inc.",Jonathan H. Weis,Food & Drug Stores,Food and Drug Stores,"Sunbury, Pa.",1000 S. Second St.,http://www.weismarkets.com
669,"Puget Energy, Inc.",Kimberly J. Harris,Energy,Utilities: Gas and Electric,"Bellevue, Wash.",10885 N.E. Fourth St.,http://www.pugetenergy.com
670,"MEDNAX, Inc.",Roger J. Medel,Health Care,Health Care: Pharmacy and Other Services,"Sunrise, Fla.",1301 Concord Terrace,http://www.mednax.com
671,"KAR Auction Services, Inc.",James P. Hallett,Wholesalers,Wholesalers: Diversified,"Carmel, Ind.",13085 Hamilton Crossing Blvd.,http://www.karauctionservices.com
672,PolyOne Corporation,Robert M. Patterson,Chemicals,Chemicals,"Avon Lake, Ohio",33587 Walker Rd.,http://www.polyone.com
673,FMC Corporation,Pierre R. Brondeau,Chemicals,Chemicals,Philadelphia,2929 Walnut St.,http://www.fmc.com
674,Edwards Lifesciences Corporation,Michael A. Mussallem,Health Care,Medical Products and Equipment,"Irvine, Calif.",1 Edwards Way,http://www.edwards.com
675,Microchip Technology Incorporated,Steve Sanghi,Technology,Semiconductors and Other Electronic Components,"Chandler, Ariz.",2355 W. Chandler Blvd.,http://www.microchip.com
676,Amerco,Edward J. Shoen,Transportation,"Trucking, Truck Leasing","Reno, Nev.",5555 Kietzke Lane,http://www.amerco.com
677,Mercury General Corporation,Gabriel Tirador,Financials,Insurance: Property and Casualty (Stock),Los Angeles,4484 Wilshire Blvd.,http://www.mercuryinsurance.com
678,American National Insurance Company,James E. Pozzi,Financials,"Insurance: Life, Health (stock)","Galveston, Texas",1 Moody Plaza,http://www.americannational.com
679,"Carter's, Inc.",Michael D. Casey,Apparel,Apparel,Atlanta,3438 Peachtree Rd. N.E.,http://www.carters.com
680,International Flavors & Fragrances Inc.,Andreas Fibig,Chemicals,Chemicals,New York City,521 W. 57th St.,http://www.iff.com
681,"Aaron's, Inc.",John W. Robinson III,Retailing,Specialty Retailers: Other,Atlanta,400 Galleria Pkwy. S.E.,http://www.aarons.com
682,Alliant Energy Corporation,Patricia L. Kampling,Energy,Utilities: Gas and Electric,"Madison, Wis.",4902 N. Biltmore Lane,http://www.alliantenergy.com
683,EQT Corporation,David L. Porges,Energy,Energy,Pittsburgh,625 Liberty Ave.,http://www.eqt.com
684,Monster Beverage Corporation,Rodney C. Sacks,"Food, Beverages & Tobacco",Beverages,"Corona, Calif.",1 Monster Way,http://www.monsterbevcorp.com
685,"BMC Stock Holdings, Inc.",David L. Keltner,Wholesalers,Wholesalers: Diversified,Atlanta,980 Hammond Dr. N.E.,http://www.buildwithbmc.com
686,Ryerson Holding Corporation,Edward J. Lehner,Materials,Metals,Chicago,227 W. Monroe St.,http://www.ryerson.com
687,Equifax Inc.,Mark W. Begor,Business Services,Financial Data Services,Atlanta,1550 Peachtree St. N.W.,http://www.equifax.com
688,Regal Beloit Corporation,Mark J. Gliebe,Industrials,"Electronics, Electrical Equip.","Beloit, Wis.",200 State St.,http://www.regalbeloit.com
689,"Old Dominion Freight Line, Inc.",Greg C. Gantt,Transportation,"Trucking, Truck Leasing","Thomasville, N.C.",500 Old Dominion Way,http://www.odfl.com
690,"American Water Works Company, Inc.",Susan N. Story,Energy,Miscellaneous,"Voorhees, N.J.",1025 Laurel Oak Rd.,http://www.amwater.com
691,"BGC Partners, Inc.",Howard W. Lutnick,Financials,Securities,New York City,499 Park Ave.,http://www.bgcpartners.com
692,The Brink's Company,Douglas A. Pertz,Business Services,Diversified Outsourcing Services,"Richmond, Va.",1801 Bayberry Court,http://www.brinks.com
692,Meritor Inc.,Jeffrey A. Craig,Motor Vehicles & Parts,Motor Vehicles and Parts,"Troy, Mich.",2135 W. Maple Rd.,http://www.meritor.com
694,Sentry Insurance Group,Peter G. McPartland,Financials,Insurance: Property and Casualty (Mutual),"Stevens Point, Wis.",1800 N. Point Dr.,http://www.sentry.com
695,"Sanderson Farms, Inc.",Joe F. Sanderson Jr.,"Food, Beverages & Tobacco",Food Production,"Laurel, Miss.",127 Flynt Rd.,http://www.sandersonfarms.com
696,KapStone Paper and Packaging Corporation,Matthew Kaplan,Materials,"Packaging, Containers","Northbrook, Ill.",1101 Skokie Blvd.,http://www.kapstonepaper.com
697,"Gartner, Inc.",Eugene A. Hall,Technology,Information Technology Services,"Stamford, Conn.",56 Top Gallant Rd.,http://www.gartner.com
698,IAC/InterActiveCorp,Joseph Levin,Technology,Internet Services and Retailing,New York City,555 W. 18th St.,http://www.iac.com
699,"Tailored Brands, Inc.",Douglas S. Ewert,Retailing,Specialty Retailers: Apparel,Houston,6380 Rogerdale Rd.,http://www.tailoredbrands.com
700,WABCO Holdings Inc.,Jacques Esculier,Motor Vehicles & Parts,Motor Vehicles and Parts,"Rochester Hills, Mich.",2770 Research Dr.,http://www.wabco-auto.com
701,"Insperity, Inc.",Paul J. Sarvadi,Business Services,Diversified Outsourcing Services,"Kingwood, Texas",19001 Crescent Springs Dr.,http://www.insperity.com
702,Comerica Incorporated,Ralph W. Babb Jr.,Financials,Commercial Banks,Dallas,1717 Main St.,http://www.comerica.com
703,"TriNet Group, Inc.",Burton M. Goldfield,Business Services,Diversified Outsourcing Services,"San Leandro, Calif.",1100 San Leandro Blvd.,http://www.trinet.com
704,Avaya Holdings Corp.,James M. Chirico Jr.,Technology,Information Technology Services,"Santa Clara, Calif.",4655 Great American Pkwy.,http://www.avaya.com
705,Ashland Global Holdings Inc.,William A. Wulfsohn,Chemicals,Chemicals,"Covington, Ky.",50 E. RiverCenter Blvd.,http://www.ashland.com
706,Meritage Homes Corporation,Steven J. Hilton,Engineering & Construction,Homebuilders,"Scottsdale, Ariz.",8800 E. Raintree Dr.,http://www.meritagehomes.com
707,"SkyWest, Inc.",Russell A. Childs,Transportation,Airlines,"St. George, Utah",444 S. River Rd.,http://www.skywest.com
708,USG Corporation,Jennifer F. Scanlon,Materials,"Building Materials, Glass",Chicago,550 W. Adams St.,http://www.usg.com
709,Southwestern Energy Company,William J. Way,Energy,"Mining, Crude-Oil Production","Spring, Texas",10000 Energy Dr.,http://www.swn.com
710,"Keysight Technologies, Inc.",Ronald S. Nersesian,Technology,"Scientific,Photographic and Control Equipment","Santa Rosa, Calif.",1400 Fountaingrove Pkwy.,http://www.keysight.com
711,Regal Entertainment Group,Nisan Cohen,Media,Entertainment,"Knoxville, Tenn.",101 E. Blount Ave.,http://www.cineworldplc.com
712,Mutual of America Life Insurance Company,John R. Greed,Financials,"Insurance: Life, Health (Mutual)",New York City,320 Park Ave.,http://www.mutualofamerica.com
713,"Paychex, Inc.",Martin Mucci,Business Services,Diversified Outsourcing Services,"Rochester, N.Y.",911 Panorama Trail S.,http://www.paychex.com
714,"Brinker International, Inc.",Wyman T. Roberts,"Hotels, Restaurants & Leisure",Food Services,Dallas,6820 L.B.J. Freeway,http://www.brinker.com
715,"Penn National Gaming, Inc.",Timothy J. Wilmott,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Wyomissing, Pa.",825 Berkshire Blvd.,http://www.pngaming.com
716,"Gannett Co., Inc.",Robert J. Dickey,Media,"Publishing, Printing","McLean, Va.",7950 Jones Branch Dr.,http://www.gannett.com
717,Visteon Corporation,Sachin S. Lawande,Motor Vehicles & Parts,Motor Vehicles and Parts,"Van Buren Township, Mich.",1 Village Center Dr.,http://www.visteon.com
718,Pinnacle Foods Inc.,Mark A. Clouse,"Food, Beverages & Tobacco",Food Consumer Products,"Parsippany, N.J.",399 Jefferson Rd.,http://www.pinnaclefoods.com
719,"Intuitive Surgical, Inc",Gary S. Guthart,Health Care,Medical Products and Equipment,"Sunnyvale, Calif.",1020 Kifer Rd.,http://www.intuitivesurgical.com
720,"Continental Resources, Inc.",Harold G. Hamm,Energy,"Mining, Crude-Oil Production",Oklahoma City,20 N. Broadway,http://www.clr.com
721,Service Corporation International,Thomas L. Ryan,Business Services,Miscellaneous,Houston,1929 Allen Pkwy.,http://www.sci-corp.com
722,Scientific Games Corporation,Kevin M. Sheehan,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Las Vegas,6601 Bermuda Rd.,http://www.scientificgames.com
723,Albemarle Corporation,Luther C. Kissam IV,Chemicals,Chemicals,"Charlotte, N.C.",4350 Congress St.,http://www.albemarle.com
724,Atmos Energy Corporation,Michael E. Haefner,Energy,Utilities: Gas and Electric,Dallas,5430 L.B.J. Freeway,http://www.atmosenergy.com
725,"Hologic, Inc.",Stephen P. MacMillan,Health Care,Medical Products and Equipment,"Marlborough, Mass.",250 Campus Dr.,http://www.hologic.com
726,"H&R Block, Inc.",Jeffrey J. Jones II,Financials,Diversified Financials,"Kansas City, Mo.",1 H&R Block Way,http://www.hrblock.com
727,"Qorvo, Inc.",Robert A. Bruggeworth,Technology,Semiconductors and Other Electronic Components,"Greensboro, N.C.",7628 Thorndike Rd.,http://www.qorvo.com
728,Steelcase Inc.,James P. Keane,Household Products,"Home Equipment, Furnishings","Grand Rapids, Mich.",901 44th St. S.E.,http://www.steelcase.com
729,Univision Communications Inc.,Randy A. Falco,Media,Entertainment,New York City,605 Third Ave.,http://corporate.univision.com
730,"Worthington Industries, Inc.",John P. McConnell,Materials,Metals,"Columbus, Ohio",200 Old Wilson Bridge Rd.,http://www.worthingtonindustries.com
731,The Timken Company,Richard G. Kyle,Industrials,Industrial Machinery,"North Canton, Ohio",4500 Mount Pleasant St. N.W.,http://www.timken.com
732,A.O. Smith Corporation,Ajita G. Rajendra,Industrials,"Electronics, Electrical Equip.",Milwaukee,11270 W. Park Place,http://www.aosmith.com
733,"PriceSmart, Inc.",Jose Luis Laparte,Retailing,General Merchandisers,San Diego,9740 Scranton Rd.,http://www.pricesmart.com
734,Stifel Financial Corp.,Ronald J. Kruszewski,Financials,Securities,St. Louis,501 N. Broadway,http://www.stifel.com
735,Brown-Forman Corporation,Paul C. Varga,"Food, Beverages & Tobacco",Beverages,"Louisville, Ky.",850 Dixie Hwy.,http://www.brown-forman.com
736,"Cinemark Holdings, Inc.",Mark Zoradi,Media,Entertainment,"Plano, Texas",3900 Dallas Pkwy.,http://www.cinemark.com
737,Granite Construction Incorporated,James H. Roberts,Engineering & Construction,"Engineering, Construction","Watsonville, Calif.",585 W. Beach St.,http://www.graniteconstruction.com
738,"Dycom Industries, Inc.",Steven E. Nielsen,Engineering & Construction,"Engineering, Construction","Palm Beach Gardens, Fla.",11770 U.S. Highway 1,http://www.dycomind.com
739,"Clean Harbors, Inc.",Alan S. McKim,Business Services,Waste Management,"Norwell, Mass.",42 Longwater Dr.,http://www.cleanharbors.com
740,"First Solar, Inc.",Mark R. Widmar,Energy,Energy,"Tempe, Ariz.",350 W. Washington St.,http://www.firstsolar.com
741,The Scotts Miracle-Gro Company,James S. Hagedorn,Chemicals,Chemicals,"Marysville, Ohio",14111 Scottslawn Rd.,http://www.scotts.com
742,"Cracker Barrel Old Country Store, Inc.",Sandra B. Cochran,"Hotels, Restaurants & Leisure",Food Services,"Lebanon, Tenn.",305 Hartmann Dr.,http://www.crackerbarrel.com
743,Triple-S Management Corporation,Roberto Garcia-Rodriguez,Health Care,Health Care: Insurance and Managed Care,"San Juan, Puerto Rico",1441 F.D. Roosevelt Ave.,http://www.triplesmanagement.com
744,First Republic Bank,James H. Herbert II,Financials,Commercial Banks,San Francisco,111 Pine St.,http://www.firstrepublic.com
745,"ServiceMaster Global Holdings, Inc.",Nikhil Varty,Business Services,Diversified Outsourcing Services,Memphis,860 Ridge Lake Blvd.,http://www.servicemaster.com
746,"PC Connection, Inc.",Timothy J. McGrath,Retailing,Specialty Retailers: Other,"Merrimack, N.H.",730 Milford Rd.,http://www.connection.com
747,Genesco Inc.,Robert J. Dennis,Retailing,Specialty Retailers: Apparel,Nashville,1415 Murfreesboro Rd.,http://www.genesco.com
748,Medical Mutual of Ohio,Richard A. Chiricosta,Financials,"Insurance: Life, Health (Mutual)",Cleveland,2060 E. Ninth St.,http://www.medmutual.com
749,"MSC Industrial Direct Co., Inc.",Erik Gershwind,Wholesalers,Wholesalers: Diversified,"Melville, N.Y.",75 Maxess Rd.,http://www.mscdirect.com
750,"Legg Mason, Inc.",Joseph A. Sullivan,Financials,Securities,Baltimore,100 International Dr.,http://www.leggmason.com
751,"Hyster-Yale Materials Handling, Inc.",Alfred M. Rankin Jr.,Industrials,Industrial Machinery,Cleveland,5875 Landerbrook Dr.,http://www.hyster-yale.com
752,"Apollo Global Management, LLC",Leon D. Black,Financials,Securities,New York City,9 W. 57th St.,http://www.agm.com
753,"Citrix Systems, Inc.",David J. Henshall,Technology,Computer Software,"Fort Lauderdale, Fla.",851 W. Cypress Creek Rd.,http://www.citrix.com
754,"Acadia Healthcare Company, Inc.",Joey A. Jacobs,Health Care,Health Care: Medical Facilities,"Franklin, Tenn.",6100 Tower Circle,http://www.acadiahealthcare.com
755,"Varian Medical Systems, Inc.",Dow R. Wilson,Health Care,Medical Products and Equipment,"Palo Alto, Calif.",3100 Hansen Way,http://www.varian.com
756,"Groupon, Inc.",Rich Williams,Technology,Internet Services and Retailing,Chicago,600 W. Chicago Ave.,http://www.groupon.com
757,Aleris Corporation,Sean M. Stack,Materials,Metals,Cleveland,25825 Science Park Dr.,http://www.aleris.com
758,Sprague Resources LP,David C. Glendon,Wholesalers,Wholesalers: Diversified,"Portsmouth, N.H.",185 International Dr.,http://www.spragueenergy.com
